movie_title,director_name,actor_1_name,num_critic_for_reviews,duration,director_facebook_likes,actor_facebook_likes,movie_facebook_likes,gross,num_user_for_reviews, budget ,imdb_score
Fiddler on the Roof ,Norman Jewison,Topol,66,181,278,796,17372,50000000,150,"9,000,000",8
Set It Off ,F. Gary Gray,Vivica A. Fox,29,123,473,2426,17372,36049108,70,"9,000,000",6.8
The Best Man ,Malcolm D. Lee,Harold Perrineau,32,120,92,2748,17372,34074895,79,"9,000,000",6.7
Child's Play ,Tom Holland,Catherine Hicks,142,87,85,618,17372,33244684,281,"9,000,000",6.5
Sicko ,Michael Moore,Michael Moore,263,123,909,1296,17372,24530513,429,"9,000,000",8
The Purge: Anarchy ,James DeMonaco,Noel Gugliemi,285,103,65,3879,15000,71519230,244,"9,000,000",6.5
Down to You ,Kris Isacsson,Rosario Dawson,64,91,976,4090,580,20035310,173,"9,000,000",4.9
Harold & Kumar Go to White Castle ,Danny Leiner,Ethan Embry,150,88,8,2298,17372,18225165,316,"9,000,000",7.1
The Contender ,Rod Lurie,Jeff Bridges,136,126,37,22883,1000,17804273,370,"20,000,000",7
Boiler Room ,Ben Younger,Vin Diesel,132,120,46,15527,17372,16938179,246,"8,000,000",7
Black Christmas ,Glen Morgan,Oliver Hudson,186,94,17,1104,17372,16235293,278,"9,000,000",4.5
The Way of the Gun ,Christopher McQuarrie,Kristin Lehman,117,119,188,349,1000,6047856,327,"8,500,000",6.7
Igby Goes Down ,Burr Steers,Kieran Culkin,136,99,23,2181,838,4681503,238,"9,000,000",7
PCU ,Hart Bochner,Jon Favreau,15,79,157,4467,17372,4350774,52,"8,000,000",6.5
Gracie ,Davis Guggenheim,Emma Bell,65,95,49,1579,313,2955039,27,"9,000,000",6.2
Trust the Man ,Bart Freundlich,Billy Crudup,100,103,38,1652,215,1530535,63,"9,000,000",5.7
Hamlet 2 ,Andrew Fleming,Steve Coogan,129,92,26,2611,1000,4881867,76,"9,000,000",6.4
Glee: The 3D Concert Movie ,Kevin Tancharoen,Lea Michele,67,84,64,3640,17372,11860839,21,"9,000,000",5.4
Princess Kaiulani ,Marc Forby,Q'orianka Kilcher,26,97,3,1420,17372,883887,14,"9,000,000",6.2
Awake ,Joby Harold,Hayden Christensen,133,84,8,5818,17372,14373825,196,"8,600,000",6.5
Crazy Heart ,Scott Cooper,Jeff Bridges,273,112,108,12803,17372,39462438,226,"7,000,000",7.3
The Rose ,Mark Rydell,David Keith,32,125,43,921,1000,29200000,52,"8,500,000",6.9
Baggage Claim ,David E. Talbert,Djimon Hounsou,52,96,68,5000,17372,21564616,41,"8,500,000",5
Election ,Alexander Payne,Matthew Broderick,175,103,729,2974,17372,14879556,441,"8,000,000",7.3
Limbo ,John Sayles,Mary Elizabeth Mastrantonio,46,126,407,784,196,1997807,140,"8,000,000",7.1
The Karate Kid ,John G. Avildsen,Martin Kove,81,126,80,1534,17372,90800000,235,"8,000,000",7.2
Repo! The Genetic Opera ,Darren Lynn Bousman,Alexa PenaVega,147,150,163,3352,8000,140244,259,"8,500,000",6.7
Club Dread ,Jay Chandrasekhar,Brittany Daniel,66,119,422,1782,713,4992159,201,"8,550,000",5.6
Splash ,Ron Howard,Tom Hanks,43,111,2000,15212,17372,69800000,99,"8,000,000",6.2
Little Miss Sunshine ,Jonathan Dayton,Steve Carell,270,101,36,7177,15000,59889948,889,"8,000,000",7.9
Stand by Me ,Rob Reiner,Marshall Bell,99,89,976,431,24000,52287414,584,"8,000,000",8.1
You Got Served ,Chris Stokes,Jennifer Freeman,58,95,548,1112,17372,40066497,247,"8,000,000",3.5
Escape from Alcatraz ,Don Siegel,Clint Eastwood,53,112,152,16925,17372,36500000,142,"8,000,000",7.6
Brown Sugar ,Rick Famuyiwa,Boris Kodjoe,37,109,44,2344,17372,27362712,60,"8,000,000",6.5
A Thin Line Between Love and Hate ,Martin Lawrence,Faizon Love,11,108,976,1407,559,34746109,14,"8,000,000",5.6
Shutter ,Masayuki Ochiai,James Kyson,135,90,5,1078,17372,25926543,148,"8,000,000",5.2
That Awkward Moment ,Tom Gormican,Mackenzie Davis,164,94,19,822,17372,26049082,100,"8,000,000",6.1
New Nightmare ,Wes Craven,Miko Hughes,109,107,976,1530,17372,18090181,271,"8,000,000",6.4
Drive Me Crazy ,John Schultz,Stephen Collins,59,91,13,1186,17372,17843379,147,"8,000,000",5.7
Half Baked ,Tamra Davis,Dave Chappelle,40,82,33,1722,17372,17278980,164,"8,000,000",6.7
New in Town ,Jonas Elmer,J.K. Simmons,121,97,3,25458,17372,16699684,78,"8,000,000",5.6
Syriana ,Stephen Gaghan,Matt Damon,358,128,79,14317,17372,50815288,625,"50,000,000",7
American Psycho ,Mary Harron,Christian Bale,288,102,126,24517,18000,15047419,1061,"7,000,000",7.6
The Good Girl ,Miguel Arteta,Jake Gyllenhaal,107,93,44,26596,938,14015786,298,"5,000,000",6.5
The Boondock Saints II: All Saints Day ,Troy Duffy,Norman Reedus,91,138,78,15968,17372,10269307,188,"8,000,000",6.3
Enough Said ,Nicole Holofcener,Christopher Nicholas Smith,231,93,132,915,12000,17536788,142,"8,000,000",7.1
Easy A ,Will Gluck,Emma Stone,262,92,87,16424,19000,58401464,264,"8,000,000",7.1
Prom ,Joe Nussbaum,Cameron Monaghan,83,104,18,2703,17372,10106233,32,"8,000,000",5.4
Held Up ,Steve Rash,Barry Corbin,11,89,15,2369,77,4692814,34,"8,000,000",5.1
Woman on Top ,Fina Torres,Harold Perrineau,72,92,26,2322,859,5018450,86,"8,000,000",5.3
Anomalisa ,Duke Johnson,Jennifer Jason Leigh,328,90,26,2213,17372,3442820,140,"8,000,000",7.3
Showdown in Little Tokyo ,Mark L. Lester,Cary-Hiroyuki Tagawa,45,79,73,2112,17372,2275557,102,"8,000,000",6
It's Kind of a Funny Story ,Anna Boden,Zoë Kravitz,163,101,16,2184,20000,6350058,150,"8,000,000",7.2
Prefontaine ,Steve James,Kurtwood Smith,23,106,23,1473,17372,532190,37,"8,000,000",6.8
Begin Again ,John Carney,James Corden,283,104,109,499,43000,16168741,182,"8,000,000",7.4
Down in the Valley ,David Jacobson,Hunter Parrish,74,108,12,3554,412,568695,110,"8,000,000",6.5
Brooklyn Rules ,Michael Corrente,Jerry Ferrara,41,99,30,946,226,398420,48,"8,000,000",6.4
The Wendell Baker Story ,Andrew Wilson,Will Ferrell,32,99,387,8888,143,127144,27,"8,000,000",5.5
Pathology ,Marc Schölermann,John de Lancie,79,95,3,1866,3000,108662,107,"8,000,000",6
10th & Wolf ,Robert Moresco,Brian Dennehy,26,107,53,1968,294,53481,34,"8,000,000",6.4
Driving Miss Daisy ,Bruce Beresford,Morgan Freeman,61,99,78,11834,3000,106593296,134,"7,500,000",7.4
Soul Food ,George Tillman Jr.,Vanessa Williams,34,115,88,2890,508,43490057,30,"7,500,000",6.9
Thank You for Smoking ,Jason Reitman,J.K. Simmons,239,92,655,24917,17372,24792061,323,"6,500,000",7.6
Hostel: Part II ,Eli Roth,Jay Hernandez,252,94,976,2341,17372,17544812,384,"10,000,000",5.4
Narc ,Joe Carnahan,Jason Patric,127,105,248,1286,1000,10460089,214,"7,500,000",7.2
The Omega Code ,Robert Marcarelli,George Coe,39,100,976,1416,129,12610552,206,"7,500,000",3.5
Juno ,Jason Reitman,J.K. Simmons,387,96,655,27973,10000,143492840,881,"7,500,000",7.5
The Godfather ,Francis Ford Coppola,Al Pacino,208,175,976,27000,43000,134821952,2238,"6,000,000",9.2
Flashdance ,Adrian Lyne,Michael Nouri,51,95,213,491,17372,94900000,128,"4,000,000",6.1
Darkness Falls ,Jonathan Liebesman,Sullivan Stapleton,140,96,474,2052,2000,32131483,369,"11,000,000",4.9
My Dog Skip ,Jay Russell,Clint Howard,79,95,13,2364,17372,34099640,149,"5,000,000",7
Jumping the Broom ,Salim Akil,Gary Dourdan,52,112,70,2738,17372,37295394,59,"6,600,000",5.7
"Good Night, and Good Luck. ",George Clooney,Robert Downey Jr.,351,93,976,22216,17372,31501218,526,"7,500,000",7.5
Desperado ,Robert Rodriguez,Quentin Tarantino,93,104,976,32000,17372,25625110,202,"7,000,000",7.2
Logan's Run ,Michael Anderson,Farrah Fawcett,112,119,23,2099,17372,25000000,242,"9,000,000",6.8
Action Jackson ,Craig R. Baxley,Bill Duke,35,96,22,2635,978,20257000,65,"7,000,000",5.2
Devil's Due ,Matt Bettinelli-Olpin,Zach Gilford,137,89,14,1720,17372,15818967,120,"7,000,000",4
Flirting with Disaster ,David O. Russell,Lily Tomlin,50,92,737,1622,824,14891000,105,"7,000,000",6.8
The Devil's Rejects ,Rob Zombie,Sid Haig,261,109,976,2246,17372,16901126,687,"7,000,000",6.9
Dope ,Rick Famuyiwa,Kimberly Elise,180,103,44,1083,23000,17474107,89,"7,000,000",7.3
In Too Deep ,Michael Rymer,LL Cool J,28,95,48,2691,375,14003141,29,"7,000,000",6.1
House of 1000 Corpses ,Rob Zombie,Sid Haig,202,105,976,1643,17372,12583510,922,"7,000,000",6
A Serious Man ,Ethan Coen,Michael Stuhlbarg,341,106,1000,1019,10000,9190525,324,"7,000,000",7
Get Low ,Aaron Schneider,Bill Murray,160,100,11,16970,17372,9176553,97,"7,500,000",7.1
Warlock ,Steve Miner,Julian Sands,31,103,49,1545,17372,9094451,79,"7,000,000",6.2
A Single Man ,Tom Ford,Colin Firth,281,99,192,14635,16000,9166863,247,"7,000,000",7.6
Outside Providence ,Michael Corrente,Jonathan Brandis,72,96,30,1580,17372,7292175,100,"7,000,000",6.4
The Other Side of Heaven ,Mitch Davis,Anne Hathaway,27,113,7,11078,650,4720371,85,"7,000,000",6.5
Redbelt ,David Mamet,Alice Braga,158,99,342,2019,17372,2344847,119,"7,000,000",6.8
Cyrus ,Jay Duplass,Matt Walsh,223,91,157,973,17372,7455447,126,"7,000,000",6.3
A Dog of Flanders ,Kevin Brodie,Bruce McGill,25,100,976,1490,157,2148212,20,"7,000,000",6.3
Auto Focus ,Paul Schrader,Ed Begley Jr.,97,105,261,2058,357,2062066,147,"7,000,000",6.6
Factory Girl ,George Hickenlooper,Hayden Christensen,117,99,60,5415,3000,1654367,106,"7,000,000",6.4
The Mighty Macs ,Tim Chambers,Ellen Burstyn,34,99,2,2145,797,1889522,12,"7,000,000",6.5
Mother and Child ,Rodrigo García,Naomi Watts,161,125,127,7739,17372,1110286,65,"4,825,000",7.2
Somewhere ,Sofia Coppola,Nathalie Fay,301,97,976,551,17372,1768416,198,"7,000,000",6.3
Freeheld ,Peter Sollett,Steve Carell,133,103,6,8935,17372,532988,25,"7,000,000",6.5
The Extra Man ,Shari Springer Berman,Lynn Cohen,104,108,30,1158,916,453079,29,"7,000,000",5.9
Ca$h ,Stephen Milburn Anderson,Chris Hemsworth,27,118,976,27264,694,46451,38,"7,000,000",6
Dazed and Confused ,Richard Linklater,Milla Jovovich,152,102,976,15787,10000,7993039,408,"6,900,000",7.7
The Chumscrubber ,Arie Posin,Rory Culkin,74,108,3,1843,1000,49526,129,"6,800,000",7
Shade ,Damian Nieman,Glenn Plummer,25,101,976,406,413,10696,65,"6,800,000",6.4
Annabelle ,John R. Leonetti,Alfre Woodard,271,99,40,1721,45000,84263837,291,"6,500,000",5.4
Boyz n the Hood ,John Singleton,John Cothran,64,112,309,68,17372,57504069,183,"6,000,000",7.8
La Bamba ,Luis Valdez,Esai Morales,18,108,7,813,17372,54215416,63,"6,500,000",6.8
Dressed to Kill ,Brian De Palma,Angie Dickinson,121,104,976,1838,17372,31899000,201,"6,500,000",7.1
The Adventures of Huck Finn ,Stephen Sommers,Curtis Armstrong,14,108,208,2392,391,24103594,54,"6,500,000",6.2
Go ,Doug Liman,Sarah Polley,137,102,218,1839,17372,16842303,418,"6,500,000",7.3
Friends with Money ,Nicole Holofcener,Greg Germann,111,88,132,845,515,13367101,166,"6,500,000",5.9
Bats ,Louis Morneau,Leon,97,91,38,1282,342,10149779,160,"6,500,000",3.6
The Work and the Glory II: American Zion ,Sterling Van Wagenen,Emily Podleski,4,100,976,1639,19,2024854,21,"6,500,000",6.6
A Home at the End of the World ,Michael Mayer,Robin Wright,84,97,15,19860,1000,1029017,135,"6,500,000",6.8
The Messenger ,Oren Moverman,Steve Buscemi,217,105,38,13418,17372,66637,92,"6,500,000",7.2
Mallrats ,Kevin Smith,Ethan Suplee,93,123,976,2679,17372,2122561,434,"6,000,000",7.2
Fahrenheit 9/11 ,Michael Moore,Osama bin Laden,288,122,909,1113,17372,119078393,1416,"6,000,000",7.5
Butch Cassidy and the Sundance Kid ,George Roy Hill,Katharine Ross,130,110,131,1605,17372,102308900,309,"6,000,000",8.1
Mary Poppins ,Robert Stevenson,Ed Wynn,145,139,55,927,17372,102300000,259,"6,000,000",7.8
Ordinary People ,Robert Redford,Adam Baldwin,62,124,976,3088,17372,54800000,283,"6,000,000",7.8
West Side Story ,Jerome Robbins,Rita Moreno,120,152,34,1324,17372,43650000,316,"6,000,000",7.6
The Brothers ,Gary Hardwick,Julie Benz,52,106,10,4263,478,27457409,43,"6,000,000",6.3
The Wood ,Rick Famuyiwa,Omar Epps,18,106,44,1598,990,25047631,50,"6,000,000",6.9
The Usual Suspects ,Bryan Singer,Kevin Spacey,162,106,976,19553,28000,23272306,1182,"6,000,000",8.6
A Nightmare on Elm Street 5: The Dream Child ,Stephen Hopkins,Lisa Wilcox,88,89,81,514,1000,22168359,227,"8,000,000",5.1
The Wrestler ,Darren Aronofsky,Mark Margolis,391,109,976,1365,10000,26236603,547,"6,000,000",7.9
Duel in the Sun ,King Vidor,Joseph Cotten,32,144,54,1237,403,20400000,87,"8,000,000",6.9
Best in Show ,Christopher Guest,John Michael Higgins,119,90,378,2540,17372,18621249,340,"6,000,000",7.5
School Daze ,Spike Lee,Tisha Campbell-Martin,22,121,976,877,624,14545844,38,"6,500,000",5.8
Mystic Pizza ,Donald Petrie,Julia Roberts,34,104,80,9618,17372,12793213,73,"6,000,000",6.2
Tales from the Hood ,Rusty Cundieff,Corbin Bernsen,25,98,38,1835,985,11797927,52,"6,000,000",6.1
Halloween 5 ,Dominique Othenin-Girard,Donald Pleasence,137,96,2,1118,926,11642254,287,"3,000,000",5.2
Bernie ,Richard Linklater,Matthew McConaughey,231,99,976,11190,15000,9203192,136,"5,000,000",6.8
Pollock ,Ed Harris,John Heard,115,122,976,1312,17372,8596914,148,"6,000,000",7
200 Cigarettes ,Risa Bramon Garcia,Janeane Garofalo,67,101,112,2356,17372,6851636,182,"6,000,000",5.9
Casa de mi Padre ,Matt Piedmont,Will Ferrell,133,84,4,9352,9000,5895238,70,"6,000,000",5.5
City Island ,Raymond De Felitta,Ezra Miller,149,104,20,3721,17372,6670712,101,"6,000,000",7.4
College ,Deb Hagan,Drake Bell,42,94,976,2664,422,4693919,78,"6,500,000",4.6
The Virgin Suicides ,Sofia Coppola,Kirsten Dunst,152,90,976,5725,17372,4859475,520,"6,000,000",7.2
Miss March ,Zach Cregger,Hugh M. Hefner,76,90,138,944,985,4542775,73,"6,000,000",5.1
Wish I Was Here ,Zach Braff,Jim Parsons,149,106,976,18379,17372,3588432,93,"6,000,000",6.7
Hedwig and the Angry Inch ,John Cameron Mitchell,John Cameron Mitchell,108,95,263,703,17372,3029081,231,"6,000,000",7.8
Only the Strong ,Sheldon Lettich,Antoni Corone,17,99,23,270,17372,3273588,50,"6,000,000",6.7
Shattered Glass ,Billy Ray,Hayden Christensen,129,99,53,7491,17372,2207975,190,"6,000,000",7.2
Novocaine ,David Atkins,Chelcie Ross,84,95,8,489,289,2025238,105,"6,000,000",5.8
The Wackness ,Jonathan Levine,Mary-Kate Olsen,147,99,129,1955,17372,2077046,75,"6,000,000",7
Beastmaster 2: Through the Portal of Time ,Sylvio Tabet,Michael Berryman,17,107,976,1519,125,869325,16,"6,000,000",3.8
The 5th Quarter ,Rick Bieber,Aidan Quinn,16,90,11,1612,17372,399611,29,"6,000,000",5.7
The Greatest ,Shana Feste,Jennifer Ehle,63,96,19,2014,17372,115862,50,"6,000,000",6.7
Come Early Morning ,Joey Lauren Adams,Tim Blake Nelson,36,97,781,892,224,117560,29,"6,000,000",6.2
"Surfer, Dude ",S.R. Bindler,Matthew McConaughey,26,85,976,12325,850,36497,37,"6,000,000",4.7
Deadfall ,Stefan Ruzowitzky,Charlie Hunnam,162,95,24,26874,17372,65804,86,"12,000,000",6.3
Sunshine State ,John Sayles,Miguel Ferrer,68,141,407,1848,160,3064356,81,"5,600,000",6.9
Diary of a Mad Black Woman ,Darren Grant,Cicely Tyson,62,116,976,2020,17372,50382128,202,"5,500,000",5.6
Ghost World ,Terry Zwigoff,Scarlett Johansson,122,111,72,31722,5000,6200756,488,"7,000,000",7.4
Wonderland ,James Cox,Alexis Dziena,91,104,10,1244,1000,1056102,153,"5,000,000",6.6
Do the Right Thing ,Spike Lee,Ruby Dee,103,120,976,1822,17372,27545445,418,"6,500,000",7.9
Harvard Man ,James Toback,Sarah Michelle Gellar,27,99,56,5683,113,56007,69,"5,500,000",4.9
Salvation Boulevard ,George Ratliff,Jim Gaffigan,48,96,3,549,1000,27445,31,"9,000,000",5.3
The Ten ,David Wain,Jon Hamm,65,96,136,4682,915,766487,117,"5,250,000",5
Insidious: Chapter 2 ,James Wan,Lin Shaye,318,106,976,1952,35000,83574831,269,"5,000,000",6.6
Saw II ,Darren Lynn Bousman,Emmanuelle Vaugier,250,95,163,2305,17372,87025093,864,"4,000,000",6.6
10 Cloverfield Lane ,Dan Trachtenberg,Bradley Cooper,411,104,16,14420,33000,71897215,440,"15,000,000",7.3
Jackass: The Movie ,Jeff Tremaine,Bam Margera,106,87,79,1188,17372,64267897,327,"5,000,000",6.6
Lights Out ,David F. Sandberg,Billy Burke,159,81,26,2809,17372,56536016,95,"4,900,000",6.9
Paranormal Activity 3 ,Henry Joost,Johanna Braddy,251,94,24,1453,24000,104007828,314,"5,000,000",5.8
Ouija ,Stiles White,Lin Shaye,183,89,10,2263,18000,50820940,159,"5,000,000",4.4
A Nightmare on Elm Street 3: Dream Warriors ,Chuck Russell,John Saxon,131,88,55,1105,17372,44793200,311,"4,500,000",6.6
The Gift ,Joel Edgerton,Busy Philipps,297,108,976,2020,15000,43771291,279,"5,000,000",7.1
Paranormal Activity 4 ,Henry Joost,Matt Shively,248,96,24,467,26000,53884821,247,"5,000,000",4.6
The Robe ,Henry Koster,Richard Burton,42,135,28,1423,17372,36000000,69,"5,000,000",6.8
Monster ,Patty Jenkins,Charlize Theron,185,109,260,10436,17372,34468224,533,"4,500,000",7.3
Paranormal Activity: The Marked Ones ,Christopher Landon,Richard Cabral,220,101,52,1200,10000,32453345,155,"5,000,000",5
The Lazarus Effect ,David Gelb,Olivia Wilde,152,83,26,11631,17372,25799043,126,"3,300,000",5.2
Oculus ,Mike Flanagan,James Lafferty,336,104,59,1581,23000,27689474,339,"5,000,000",6.5
Clerks II ,Kevin Smith,Ethan Suplee,174,97,976,2555,17372,24138847,472,"5,000,000",7.4
The Way Way Back ,Nat Faxon,Steve Carell,276,103,214,7892,22000,21501098,216,"5,000,000",7.4
House Party 2 ,George Jackson,William Schallert,12,94,976,1601,232,19281235,11,"5,000,000",5.1
Doug's 1st Movie ,Maurice Joyce,Frank Welker,28,77,976,2877,122,19421271,18,"5,000,000",5
The Apostle ,Robert Duvall,John Beasley,95,134,3000,412,1000,20733485,157,"5,000,000",7.2
Our Idiot Brother ,Jesse Peretz,Zooey Deschanel,179,90,37,15000,11000,24809547,115,"5,000,000",6.4
The Players Club ,Ice Cube,Bernie Mac,22,104,976,2095,575,23031390,26,"4,500,000",5.6
"As Above, So Below ",John Erick Dowdle,Ben Feldman,196,93,66,1361,14000,21197315,211,"5,000,000",6.1
Addicted ,Bille Woodruff,Boris Kodjoe,9,106,23,2161,17372,17382982,33,"5,000,000",5.2
Eve's Bayou ,Kasi Lemmons,Jurnee Smollett-Bell,31,109,148,2860,599,14821531,209,"6,000,000",7.3
Still Alice ,Richard Glatzer,Kristen Stewart,309,101,25,19423,45000,18656400,195,"5,000,000",7.5
Friday the 13th Part VIII: Jason Takes Manhattan ,Rob Hedden,Kane Hodder,129,100,6,1120,1000,14343976,291,"5,000,000",4.5
Spring Breakers ,Harmony Korine,James Franco,444,94,520,12084,25000,14123773,561,"5,000,000",5.3
Halloween: The Curse of Michael Myers ,Joe Chappelle,Donald Pleasence,123,93,13,1035,17372,15126948,335,"5,000,000",4.9
The Haunting of Molly Hartley ,Mickey Liddell,Jessica Lowndes,74,82,7,2648,562,13350177,113,"5,000,000",3.8
Lone Star ,John Sayles,Matthew McConaughey,68,135,407,11300,17372,13269963,173,"5,000,000",7.6
Halloween 4: The Return of Michael Myers ,Dwight H. Little,Donald Pleasence,144,88,27,963,17372,17768000,374,"5,000,000",5.9
April Fool's Day ,Fred Walton,Thomas F. Wilson,96,89,17,965,17372,12947763,125,"5,000,000",6.2
Diner ,Barry Levinson,Steve Guttenberg,42,110,272,2148,17372,14100000,87,"5,000,000",7.2
Lone Wolf McQuade ,Steve Carver,David Carradine,29,107,8,1594,17372,12200000,65,"5,000,000",6.3
Apollo 18 ,Gonzalo López-Gallego,Warren Christie,228,86,17,995,17372,17683670,323,"5,000,000",5.2
Sunshine Cleaning ,Christine Jeffs,Clifton Collins Jr.,195,91,19,2162,17372,12055108,134,"8,000,000",6.9
No Escape ,John Erick Dowdle,Sterling Jerins,203,103,66,246,16000,27285953,214,"5,000,000",6.8
Not Easily Broken ,Bill Duke,Eddie Cibrian,45,99,1000,1836,738,10572742,21,"8,000,000",6.1
Digimon: The Movie ,Mamoru Hosoda,Lara Jill Miller,29,82,99,182,207,9628751,65,"5,000,000",5.9
Saved! ,Brian Dannelly,Macaulay Culkin,121,92,12,4632,17372,8786715,324,"5,000,000",6.9
The Forsaken ,J.S. Cardone,Brendan Fehr,56,90,23,1998,327,6755271,131,"5,000,000",5.3
UHF ,Jay Levey,Fran Drescher,59,150,3,1755,17372,6157157,198,"5,000,000",7
Slums of Beverly Hills ,Tamara Jenkins,Natasha Lyonne,60,91,84,2350,462,5480318,79,"5,000,000",6.6
Bottle Shock ,Randall Miller,Alan Rickman,109,110,19,25618,17372,4040588,89,"5,000,000",6.8
90 Minutes in Heaven ,Michael Polish,Hayden Christensen,12,121,35,5322,17372,4700361,29,"5,000,000",4.6
Everything Must Go ,Dan Rush,Will Ferrell,155,97,7,9920,17372,2711210,86,"5,000,000",6.4
Zero Effect ,Jake Kasdan,Kim Dickens,81,116,52,1111,507,1980338,151,"5,000,000",7
Light Sleeper ,Paul Schrader,Dana Delany,19,103,261,1147,247,1100000,39,"5,000,000",6.8
Kill the Messenger ,Michael Cuesta,Jeremy Renner,163,112,52,11651,13000,2445646,99,"5,000,000",7
Rabbit Hole ,John Cameron Mitchell,Dianne Wiest,248,91,263,1448,17372,2221809,144,"5,000,000",7
Party Monster ,Fenton Bailey,Macaulay Culkin,39,98,13,4571,17372,296665,158,"5,000,000",6.3
Green Room ,Jeremy Saulnier,Alia Shawkat,322,95,57,1402,10000,3219029,125,"5,000,000",7.1
Bottle Rocket ,Wes Anderson,Andrew Wilson,83,91,976,548,17372,1040879,184,"7,000,000",7.1
"Lovely, Still ",Nicholas Fackler,Adam Scott,27,90,6,4940,777,124720,15,"5,000,000",7.3
Desert Blue ,Morgan J. Freeman,Ethan Suplee,31,90,204,2394,69,99147,28,"2,000,000",6.2
Redacted ,Brian De Palma,Mike Figueroa,133,90,976,387,559,65087,108,"5,000,000",6.2
Sling Blade ,Billy Bob Thornton,Robert Duvall,104,148,976,3587,17372,24475416,309,"890,000",8
Hostel ,Eli Roth,Jay Hernandez,303,93,976,2581,17372,47277326,1516,"4,800,000",5.9
Take Shelter ,Jeff Nichols,Katy Mixon,359,121,337,1486,14000,1729969,219,"5,000,000",7.4
Lady in White ,Frank LaLoggia,Alex Rocco,130,118,7,2040,17372,1705139,69,"4,700,000",6.7
The Texas Chainsaw Massacre 2 ,Tobe Hooper,Bill Johnson,159,101,365,279,17372,8025872,258,"4,700,000",5.5
Police Academy ,Hugh Wilson,Steve Guttenberg,45,96,37,2103,17372,81200000,133,"4,500,000",6.7
25th Hour ,Spike Lee,Philip Seymour Hoffman,202,108,976,25346,17372,13060843,454,"15,000,000",7.7
Bound ,Lana Wachowski,Christopher Meloni,120,109,976,3567,2000,3798532,208,"4,500,000",7.4
Requiem for a Dream ,Darren Aronofsky,Ellen Burstyn,234,102,976,2167,38000,3609278,1916,"4,500,000",8.4
Donnie Darko ,Richard Kelly,Jake Gyllenhaal,283,133,219,16634,33000,727883,2110,"4,500,000",8.1
Spun ,Jonas Åkerlund,Patrick Fugit,92,106,68,1827,3000,410241,199,"2,000,000",6.8
After.Life ,Agnieszka Wojtowicz-Vosloo,Liam Neeson,138,104,976,15329,7000,108229,137,"4,500,000",5.9
One Flew Over the Cuckoo's Nest ,Milos Forman,Scatman Crothers,149,133,869,2034,32000,112000000,760,"4,400,000",8.7
Survival of the Dead ,George A. Romero,Julian Richings,274,90,976,1408,17372,101055,159,"4,000,000",5
Lost in Translation ,Sofia Coppola,Scarlett Johansson,265,101,976,32011,17000,44566004,1848,"4,000,000",7.8
The Greatest Show on Earth ,Cecil B. DeMille,Gloria Grahame,44,152,309,542,625,36000000,107,"4,000,000",6.7
Monster's Ball ,Marc Forster,Heath Ledger,153,112,395,13675,17372,31252964,522,"4,000,000",7.1
Maggie ,Henry Hobson,Joely Richardson,256,95,9,1442,22000,131175,200,"8,500,000",5.6
Leaving Las Vegas ,Mike Figgis,Nicolas Cage,123,111,81,13585,17372,31968347,286,"3,600,000",7.6
The Boy Next Door ,Rob Cohen,Ryan Guzman,149,91,357,3791,8000,35385560,131,"4,000,000",4.6
The Kids Are All Right ,Lisa Cholodenko,Josh Hutcherson,323,106,450,17712,16000,20803237,291,"3,500,000",7.1
They Live ,John Carpenter,Meg Foster,172,93,976,639,27000,13008928,333,"4,000,000",7.3
The Wash ,DJ Pooh,Angell Conwell,27,93,69,822,842,10097096,38,"4,000,000",4.6
3 Strikes ,DJ Pooh,Mo'Nique,22,82,69,2230,118,9821335,10,"6,000,000",4
The Cooler ,Wayne Kramer,Estella Warren,157,101,47,1701,762,8243880,215,"3,200,000",7
A Haunted House 2 ,Michael Tiddes,Ashley Rickards,69,86,89,2210,17372,17314483,48,"4,000,000",4.7
The Rules of Attraction ,Roger Avary,Ian Somerhalder,143,110,675,17945,17372,6525762,425,"4,000,000",6.7
Four Rooms ,Allison Anders,Salma Hayek,51,110,99,5935,17372,4301331,177,"4,000,000",6.7
Secretary ,Steven Shainberg,Jeremy Davies,163,104,30,1478,15000,4046737,390,"4,000,000",7.1
Talk Radio ,Oliver Stone,Michael Wincott,40,110,976,1204,816,3468572,78,"4,000,000",7.3
Waiting for Guffman ,Christopher Guest,Catherine O'Hara,50,84,378,2265,17372,2892582,202,"4,000,000",7.6
Love Stinks ,Jeff Franklin,Ivana Milicevic,45,94,24,2004,309,2800000,85,"4,000,000",5.8
You Kill Me ,John Dahl,Philip Baker Hall,121,93,131,700,830,2426851,76,"4,000,000",6.5
Thumbsucker ,Mike Mills,Kelli Garner,114,96,101,1195,708,1325073,91,"4,000,000",6.6
Samsara ,Ron Fricke,Collin Alfredo St. Dic,115,102,330,2835,26000,2601847,69,"4,000,000",8.5
The Barbarians ,Ruggero Deodato,Michael Berryman,15,87,101,1621,550,800000,35,"4,000,000",4.8
Poolhall Junkies ,Mars Callahan,Chazz Palminteri,41,99,60,2088,872,562059,113,"4,000,000",7
The Loss of Sexual Innocence ,Mike Figgis,Kelly Macdonald,31,106,81,3498,111,399793,70,"4,000,000",5.4
Joe ,David Gordon Green,Nicolas Cage,232,117,234,13221,11000,371897,118,"4,000,000",6.9
